Year,State,Age Group (Years),State Rate,State Births
1/1/1992,South Carolina,18-19 years,103.2,5618
1/1/1992,South Dakota,18-19 years,83.3,821
1/1/1992,Tennessee,18-19 years,109,7667
1/1/1992,Texas,18-19 years,119.9,30509
1/1/1992,Utah,18-19 years,76.5,2531
1/1/1992,Vermont,18-19 years,63.1,463
1/1/1992,Virginia,18-19 years,81.1,6843
1/1/1992,Washington,18-19 years,82.5,5264
1/1/1992,West Virginia,18-19 years,90.7,2459
1/1/1992,Wisconsin,18-19 years,69.6,4623
1/1/1992,Wyoming,18-19 years,90.6,606
1/1/1993,Alabama,18-19 years,100.6,6367
1/1/1993,Alaska,18-19 years,102.7,767
1/1/1993,Arizona,18-19 years,121.5,6384
1/1/1993,Arkansas,18-19 years,113.2,4098
1/1/1993,California,18-19 years,113.1,42291
1/1/1993,Colorado,18-19 years,87.6,3893
1/1/1993,Connecticut,18-19 years,57.5,2177
1/1/1993,Delaware,18-19 years,85.3,781
1/1/1993,District of Columbia,18-19 years,133.7,982
1/1/1993,Florida,18-19 years,96.9,15308
1/1/1993,Georgia,18-19 years,106.7,10350
1/1/1993,Hawaii,18-19 years,90.3,1327
1/1/1993,Idaho,18-19 years,82.8,1500
1/1/1993,Illinois,18-19 years,94.2,14331
1/1/1993,Indiana,18-19 years,91.8,7617
1/1/1993,Iowa,18-19 years,67.6,2627
1/1/1993,Kansas,18-19 years,93.7,3152
1/1/1993,Kentucky,18-19 years,99.6,5470
1/1/1993,Louisiana,18-19 years,111.5,7375
1/1/1993,Maine,18-19 years,63,1017
1/1/1993,Maryland,18-19 years,74.5,4308
1/1/1993,Massachusetts,18-19 years,56.1,4112
1/1/1993,Michigan,18-19 years,82.6,10857
1/1/1993,Minnesota,18-19 years,57.5,3355
1/1/1993,Mississippi,18-19 years,118.8,5157
1/1/1993,Missouri,18-19 years,93.8,6576
1/1/1993,Montana,18-19 years,78.1,903
1/1/1993,Nebraska,18-19 years,67.1,1537
1/1/1993,Nevada,18-19 years,116.4,1840
1/1/1993,New Hampshire,18-19 years,53.6,744
1/1/1993,New Jersey,18-19 years,58,5427
1/1/1993,New Mexico,18-19 years,123.9,2915
1/1/1993,New York,18-19 years,67.8,15586
1/1/1993,North Carolina,18-19 years,98.1,9370
1/1/1993,North Dakota,18-19 years,65.3,580
1/1/1993,Ohio,18-19 years,88.9,13434
1/1/1993,Oklahoma,18-19 years,110.5,5035
1/1/1993,Oregon,18-19 years,83.5,3249
1/1/1993,Pennsylvania,18-19 years,65.9,10205
1/1/1993,Rhode Island,18-19 years,66.5,865
1/1/1993,South Carolina,18-19 years,95.2,5169
1/1/1993,South Dakota,18-19 years,75.9,779
1/1/1993,Tennessee,18-19 years,107.3,7573
1/1/1993,Texas,18-19 years,118.3,30613
1/1/1993,Utah,18-19 years,71.4,2551
1/1/1993,Vermont,18-19 years,62,455
1/1/1993,Virginia,18-19 years,77.2,6483
1/1/1993,Washington,18-19 years,83.3,5486
1/1/1993,West Virginia,18-19 years,88,2397
1/1/1993,Wisconsin,18-19 years,66.9,4577
1/1/1993,Wyoming,18-19 years,87.5,606
1/1/1994,Alabama,18-19 years,101.2,6402
1/1/1994,Alaska,18-19 years,104.7,784
1/1/1994,Arizona,18-19 years,116.6,6462
1/1/1994,Arkansas,18-19 years,115.4,4204
1/1/1994,California,18-19 years,111.9,41909
1/1/1994,Colorado,18-19 years,86.6,4009
1/1/1994,Connecticut,18-19 years,56.8,2124
1/1/1994,Delaware,18-19 years,78.1,740
1/1/1994,District of Columbia,18-19 years,117.1,865
1/1/1994,Florida,18-19 years,96,15290
1/1/1994,Georgia,18-19 years,105.1,10232
1/1/1994,Hawaii,18-19 years,90.6,1321
1/1/1994,Idaho,18-19 years,76.1,1460
1/1/1994,Illinois,18-19 years,94.4,14441
1/1/1994,Indiana,18-19 years,89.6,7499
1/1/1994,Iowa,18-19 years,64.2,2588
1/1/1994,Kansas,18-19 years,89.3,3093
1/1/1994,Kentucky,18-19 years,101.4,5613
1/1/1994,Louisiana,18-19 years,110.6,7433
1/1/1994,Maine,18-19 years,63.1,1005
1/1/1994,Maryland,18-19 years,76.4,4419
1/1/1994,Massachusetts,18-19 years,54.6,3983
1/1/1994,Michigan,18-19 years,82.5,10760
1/1/1994,Minnesota,18-19 years,57.5,3440
1/1/1994,Mississippi,18-19 years,117.5,5158
1/1/1994,Missouri,18-19 years,94.2,6712
1/1/1994,Montana,18-19 years,73.7,882
1/1/1994,Nebraska,18-19 years,71.1,1658
1/1/1994,Nevada,18-19 years,115.7,1920
1/1/1994,New Hampshire,18-19 years,53.5,740
1/1/1994,New Jersey,18-19 years,61.5,5645
1/1/1994,New Mexico,18-19 years,118.1,2853
1/1/1994,New York,18-19 years,68,15675
1/1/1994,North Carolina,18-19 years,96.4,9243
1/1/1994,North Dakota,18-19 years,62.5,578
1/1/1994,Ohio,18-19 years,87.1,13125
1/1/1994,Oklahoma,18-19 years,103.9,4815
1/1/1994,Oregon,18-19 years,82.6,3336
1/1/1994,Pennsylvania,18-19 years,65.2,10103
1/1/1994,Rhode Island,18-19 years,62.5,821
1/1/1994,South Carolina,18-19 years,93.7,5079
1/1/1994,South Dakota,18-19 years,75.2,800
1/1/1994,Tennessee,18-19 years,110.3,7803
1/1/1994,Texas,18-19 years,117,30791
1/1/1994,Utah,18-19 years,67.1,2610
1/1/1994,Vermont,18-19 years,57.5,430
1/1/1994,Virginia,18-19 years,79.5,6672
1/1/1994,Washington,18-19 years,80.2,5428
1/1/1994,West Virginia,18-19 years,86.4,2354
1/1/1994,Wisconsin,18-19 years,62.8,4387
1/1/1994,Wyoming,18-19 years,87.8,625
1/1/1995,Alabama,18-19 years,102.7,6510
1/1/1995,Alaska,18-19 years,96.5,734
1/1/1995,Arizona,18-19 years,113,6567
1/1/1995,Arkansas,18-19 years,110.6,4082
1/1/1995,California,18-19 years,107.8,40903
1/1/1995,Colorado,18-19 years,81.8,3953
1/1/1995,Connecticut,18-19 years,57.8,2161
1/1/1995,Delaware,18-19 years,77.1,766
1/1/1995,District of Columbia,18-19 years,106.8,812
1/1/1995,Florida,18-19 years,92.7,15095
1/1/1995,Georgia,18-19 years,104.2,10376
1/1/1995,Hawaii,18-19 years,83.6,1223
1/1/1995,Idaho,18-19 years,82.2,1671
1/1/1995,Illinois,18-19 years,91.4,14221
1/1/1995,Indiana,18-19 years,89.2,7585
1/1/1995,Iowa,18-19 years,62.6,2609
1/1/1995,Kansas,18-19 years,86.7,3109
1/1/1995,Kentucky,18-19 years,97.8,5514
1/1/1995,Louisiana,18-19 years,108.3,7461
1/1/1995,Maine,18-19 years,57.3,913
1/1/1995,Maryland,18-19 years,72.6,4247
1/1/1995,Massachusetts,18-19 years,50.3,3719
1/1/1995,Michigan,18-19 years,78.3,10306
1/1/1995,Minnesota,18-19 years,53.5,3290
1/1/1995,Mississippi,18-19 years,112.3,5035
1/1/1995,Missouri,18-19 years,90.4,6582
1/1/1995,Montana,18-19 years,74.5,927
1/1/1995,Nebraska,18-19 years,62,1477
1/1/1995,Nevada,18-19 years,120.3,2115
1/1/1995,New Hampshire,18-19 years,54.9,774
1/1/1995,New Jersey,18-19 years,60.5,5538
1/1/1995,New Mexico,18-19 years,115.7,2893
1/1/1995,New York,18-19 years,66.2,15434
1/1/1995,North Carolina,18-19 years,93.3,9157
1/1/1995,North Dakota,18-19 years,55.9,538
1/1/1995,Ohio,18-19 years,85.6,12978
1/1/1995,Oklahoma,18-19 years,102.8,4825
1/1/1995,Oregon,18-19 years,82.5,3467
1/1/1995,Pennsylvania,18-19 years,62.7,9845
1/1/1995,Rhode Island,18-19 years,58.3,792
1/1/1995,South Carolina,18-19 years,92.9,5130
1/1/1995,South Dakota,18-19 years,72.6,798
1/1/1995,Tennessee,18-19 years,104.9,7565
1/1/1995,Texas,18-19 years,115.8,31117
1/1/1995,Utah,18-19 years,64.2,2734
1/1/1995,Vermont,18-19 years,55.7,425
1/1/1995,Virginia,18-19 years,75.6,6435
1/1/1995,Washington,18-19 years,79.6,5587
1/1/1995,West Virginia,18-19 years,85.8,2346
1/1/1995,Wisconsin,18-19 years,61.4,4391
1/1/1995,Wyoming,18-19 years,86.7,633
1/1/1996,Alabama,18-19 years,101.9,6600
1/1/1996,Alaska,18-19 years,93.7,726
1/1/1996,Arizona,18-19 years,109.5,6683
1/1/1996,Arkansas,18-19 years,119.6,4498
1/1/1996,California,18-19 years,100.5,39134
1/1/1996,Colorado,18-19 years,81.7,4111
1/1/1996,Connecticut,18-19 years,56.1,2135
1/1/1996,Delaware,18-19 years,73.5,765
1/1/1996,District of Columbia,18-19 years,92,759
1/1/1996,Florida,18-19 years,90.3,15297
1/1/1996,Georgia,18-19 years,101,10516
1/1/1996,Hawaii,18-19 years,84.5,1246
1/1/1996,Idaho,18-19 years,77.9,1657
1/1/1996,Illinois,18-19 years,87.5,13918
1/1/1996,Indiana,18-19 years,87.6,7671
1/1/1996,Iowa,18-19 years,61.3,2650
1/1/1996,Kansas,18-19 years,83.5,3095
1/1/1996,Kentucky,18-19 years,97.5,5632
1/1/1996,Louisiana,18-19 years,103.9,7338
1/1/1996,Maine,18-19 years,55.2,897
1/1/1996,Maryland,18-19 years,71.9,4345
1/1/1996,Massachusetts,18-19 years,47.4,3618
1/1/1996,Michigan,18-19 years,74,9994
1/1/1996,Minnesota,18-19 years,54.1,3480
1/1/1996,Mississippi,18-19 years,107.8,4950
1/1/1996,Missouri,18-19 years,87.9,6624
1/1/1996,Montana,18-19 years,68.6,881
1/1/1996,Nebraska,18-19 years,64.8,1593
1/1/1996,Nevada,18-19 years,113.4,2137
1/1/1996,New Hampshire,18-19 years,48.4,719
1/1/1996,New Jersey,18-19 years,56.2,5204
1/1/1996,New Mexico,18-19 years,111.8,2883
1/1/1996,New York,18-19 years,63.4,15109
1/1/1996,North Carolina,18-19 years,91.9,9385
1/1/1996,North Dakota,18-19 years,54.9,551
1/1/1996,Ohio,18-19 years,82.6,12780
1/1/1996,Oklahoma,18-19 years,103.9,4986
1/1/1996,Oregon,18-19 years,83.7,3664
1/1/1996,Pennsylvania,18-19 years,59.1,9519
1/1/1996,Rhode Island,18-19 years,54.2,786
1/1/1996,South Carolina,18-19 years,89.9,5103
1/1/1996,South Dakota,18-19 years,68.7,780
1/1/1996,Tennessee,18-19 years,101.6,7621
1/1/1996,Texas,18-19 years,113.3,31208
1/1/1996,Utah,18-19 years,65.2,2976
1/1/1996,Vermont,18-19 years,52.5,414
1/1/1996,Virginia,18-19 years,72.1,6341
1/1/1996,Washington,18-19 years,76.7,5573
1/1/1996,West Virginia,18-19 years,81.6,2262
1/1/1996,Wisconsin,18-19 years,60.3,4458
1/1/1996,Wyoming,18-19 years,77.7,584
1/1/1997,Alabama,18-19 years,98.9,6428
1/1/1997,Alaska,18-19 years,93.9,729
1/1/1997,Arizona,18-19 years,105.2,6740
1/1/1997,Arkansas,18-19 years,116.1,4398
1/1/1997,California,18-19 years,91.4,36859
1/1/1997,Colorado,18-19 years,79.3,4126
1/1/1997,Connecticut,18-19 years,55.6,2154
1/1/1997,Delaware,18-19 years,75.4,819
1/1/1997,District of Columbia,18-19 years,79.2,708
1/1/1997,Florida,18-19 years,89.9,15719
1/1/1997,Georgia,18-19 years,99.7,10756
1/1/1997,Hawaii,18-19 years,78.4,1151
1/1/1997,Idaho,18-19 years,72.5,1588
1/1/1997,Illinois,18-19 years,84,13559
1/1/1997,Indiana,18-19 years,83.7,7439
1/1/1997,Iowa,18-19 years,57.4,2555
1/1/1997,Kansas,18-19 years,81.7,3103
1/1/1997,Kentucky,18-19 years,95.3,5516
1/1/1997,Louisiana,18-19 years,104.3,7464
1/1/1997,Maine,18-19 years,58.7,971
1/1/1997,Maryland,18-19 years,68.9,4247
1/1/1997,Massachusetts,18-19 years,46.6,3698
1/1/1997,Michigan,18-19 years,72.7,9987
1/1/1997,Minnesota,18-19 years,54.9,3665
1/1/1997,Mississippi,18-19 years,105.6,4917
1/1/1997,Missouri,18-19 years,84.4,6536
1/1/1997,Montana,18-19 years,68,883
1/1/1997,Nebraska,18-19 years,62.5,1568
1/1/1997,Nevada,18-19 years,107.5,2185
1/1/1997,New Hampshire,18-19 years,49.9,773
1/1/1997,New Jersey,18-19 years,58.1,5410
1/1/1997,New Mexico,18-19 years,108.5,2833
1/1/1997,New York,18-19 years,58.6,14116
1/1/1997,North Carolina,18-19 years,90.6,9451
1/1/1997,North Dakota,18-19 years,51.6,532
1/1/1997,Ohio,18-19 years,82.7,12959
1/1/1997,Oklahoma,18-19 years,106.4,5191
1/1/1997,Oregon,18-19 years,77.2,3466
1/1/1997,Pennsylvania,18-19 years,57.5,9427
1/1/1997,Rhode Island,18-19 years,52.5,801
1/1/1997,South Carolina,18-19 years,88.2,5103
1/1/1997,South Dakota,18-19 years,71.4,823
1/1/1997,Tennessee,18-19 years,99,7609
1/1/1997,Texas,18-19 years,111.7,31624
1/1/1997,Utah,18-19 years,65.4,3060
1/1/1997,Vermont,18-19 years,48.7,398
1/1/1997,Virginia,18-19 years,71.3,6394
1/1/1997,Washington,18-19 years,72.8,5454
1/1/1997,West Virginia,18-19 years,80,2187
1/1/1997,Wisconsin,18-19 years,58.1,4389
1/1/1997,Wyoming,18-19 years,78.6,598
1/1/1998,Alabama,18-19 years,98.7,6612
1/1/1998,Alaska,18-19 years,90.3,715
1/1/1998,Arizona,18-19 years,104.7,7131
1/1/1998,Arkansas,18-19 years,112,4361
1/1/1998,California,18-19 years,84.8,36533
1/1/1998,Colorado,18-19 years,82,4511
1/1/1998,Connecticut,18-19 years,56.4,2252
1/1/1998,Delaware,18-19 years,73.9,857
1/1/1998,District of Columbia,18-19 years,67.7,677
1/1/1998,Florida,18-19 years,86.9,15953
1/1/1998,Georgia,18-19 years,99.8,11285
1/1/1998,Hawaii,18-19 years,77.9,1163
1/1/1998,Idaho,18-19 years,73.8,1673
1/1/1998,Illinois,18-19 years,82.4,13892
1/1/1998,Indiana,18-19 years,85.2,7816
1/1/1998,Iowa,18-19 years,57.5,2665
1/1/1998,Kansas,18-19 years,82,3277
1/1/1998,Kentucky,18-19 years,93.7,5544
1/1/1998,Louisiana,18-19 years,104,7694
1/1/1998,Maine,18-19 years,55.5,930
1/1/1998,Maryland,18-19 years,69.7,4466
1/1/1998,Massachusetts,18-19 years,45.2,3770
1/1/1998,Michigan,18-19 years,71.4,10098
1/1/1998,Minnesota,18-19 years,52.8,3703
1/1/1998,Mississippi,18-19 years,106.9,5135
1/1/1998,Missouri,18-19 years,84.4,6799
1/1/1998,Montana,18-19 years,67.1,894
1/1/1998,Nebraska,18-19 years,62.9,1639
1/1/1998,Nevada,18-19 years,108.3,2383
1/1/1998,New Hampshire,18-19 years,47.1,765
1/1/1998,New Jersey,18-19 years,59.2,5617
1/1/1998,New Mexico,18-19 years,109,2964
1/1/1998,New York,18-19 years,58.9,14586
1/1/1998,North Carolina,18-19 years,91.1,9845
1/1/1998,North Dakota,18-19 years,49.4,527
1/1/1998,Ohio,18-19 years,80.8,13057
1/1/1998,Oklahoma,18-19 years,102.5,5218
1/1/1998,Oregon,18-19 years,78.9,3697
1/1/1998,Pennsylvania,18-19 years,56.3,9549
1/1/1998,Rhode Island,18-19 years,51.4,832
1/1/1998,South Carolina,18-19 years,85.8,5167
1/1/1998,South Dakota,18-19 years,70.9,847
1/1/1998,Tennessee,18-19 years,98.9,7850
1/1/1998,Texas,18-19 years,111.6,33405
1/1/1998,Utah,18-19 years,62.8,3034
1/1/1998,Vermont,18-19 years,42.8,368
1/1/1998,Virginia,18-19 years,72,6691
1/1/1998,Washington,18-19 years,72.3,5704
1/1/1998,West Virginia,18-19 years,81.7,2221
1/1/1998,Wisconsin,18-19 years,58.2,4578
1/1/1998,Wyoming,18-19 years,91.2,714
1/1/1999,Alabama,18-19 years,94.8,6391
1/1/1999,Alaska,18-19 years,90.4,727
1/1/1999,Arizona,18-19 years,105.9,7546
1/1/1999,Arkansas,18-19 years,109.4,4336
1/1/1999,California,18-19 years,79.9,36405
1/1/1999,Colorado,18-19 years,80.9,4672
1/1/1999,Connecticut,18-19 years,54.4,2195
1/1/1999,Delaware,18-19 years,73.5,888
1/1/1999,District of Columbia,18-19 years,59.2,638
1/1/1999,Florida,18-19 years,84.5,16142
1/1/1999,Georgia,18-19 years,101.1,11791
1/1/1999,Hawaii,18-19 years,79.2,1181
1/1/1999,Idaho,18-19 years,70.3,1603
1/1/1999,Illinois,18-19 years,81.2,14009
1/1/1999,Indiana,18-19 years,82.3,7650
1/1/1999,Iowa,18-19 years,58.4,2749
1/1/1999,Kansas,18-19 years,83.1,3421
1/1/1999,Kentucky,18-19 years,93.4,5521
1/1/1999,Louisiana,18-19 years,100,7515
1/1/1999,Maine,18-19 years,56,940
1/1/1999,Maryland,18-19 years,70,4630
1/1/1999,Massachusetts,18-19 years,42.5,3663
1/1/1999,Michigan,18-19 years,68.7,9792
1/1/1999,Minnesota,18-19 years,51.2,3698
1/1/1999,Mississippi,18-19 years,107.6,5239
1/1/1999,Missouri,18-19 years,82.1,6765
1/1/1999,Montana,18-19 years,64.2,854
1/1/1999,Nebraska,18-19 years,62.9,1679
1/1/1999,Nevada,18-19 years,105.3,2441
1/1/1999,New Hampshire,18-19 years,43,726
1/1/1999,New Jersey,18-19 years,57.9,5496
1/1/1999,New Mexico,18-19 years,106.6,2939
1/1/1999,New York,18-19 years,56.4,14181
1/1/1999,North Carolina,18-19 years,88.6,9769
1/1/1999,North Dakota,18-19 years,46.5,505
1/1/1999,Ohio,18-19 years,78.1,12716
1/1/1999,Oklahoma,18-19 years,100.6,5271
1/1/1999,Oregon,18-19 years,77.4,3697
1/1/1999,Pennsylvania,18-19 years,55.7,9594
1/1/1999,Rhode Island,18-19 years,48,808
1/1/1999,South Carolina,18-19 years,87.6,5405
1/1/1999,South Dakota,18-19 years,67.8,820
1/1/1999,Tennessee,18-19 years,98,7863
1/1/1999,Texas,18-19 years,110,34246
1/1/1999,Utah,18-19 years,59.8,2911
1/1/1999,Vermont,18-19 years,44.1,393
1/1/1999,Virginia,18-19 years,71.2,6826
1/1/1999,Washington,18-19 years,70.5,5740
1/1/1999,West Virginia,18-19 years,80.8,2140
1/1/1999,Wisconsin,18-19 years,59.4,4766
1/1/1999,Wyoming,18-19 years,72,569
1/1/2000,Alabama,18-19 years,95.1,6324
1/1/2000,Alaska,18-19 years,97.2,781
1/1/2000,Arizona,18-19 years,106.1,7722
1/1/2000,Arkansas,18-19 years,111.1,4379
1/1/2000,California,18-19 years,77.6,36549
1/1/2000,Colorado,18-19 years,83.6,4936
1/1/2000,Connecticut,18-19 years,53.7,2200
1/1/2000,Delaware,18-19 years,71.2,878
1/1/2000,District of Columbia,18-19 years,57,649
1/1/2000,Florida,18-19 years,84.2,16518
1/1/2000,Georgia,18-19 years,101,11880
1/1/2000,Hawaii,18-19 years,83.5,1246
1/1/2000,Idaho,18-19 years,73.5,1678
1/1/2000,Illinois,18-19 years,78.4,13562
1/1/2000,Indiana,18-19 years,80.9,7492
1/1/2000,Iowa,18-19 years,56.8,2650
1/1/2000,Kansas,18-19 years,80.7,3327
1/1/2000,Kentucky,18-19 years,91.7,5372
1/1/2000,Louisiana,18-19 years,100.1,7473
1/1/2000,Maine,18-19 years,54,910
1/1/2000,Maryland,18-19 years,69.8,4703
1/1/2000,Massachusetts,18-19 years,40.4,3568
1/1/2000,Michigan,18-19 years,66.9,9502
1/1/2000,Minnesota,18-19 years,51.6,3756
1/1/2001,New York,18-19 years,53.3,13480
1/1/2000,Mississippi,18-19 years,105.6,5100
1/1/2000,Missouri,18-19 years,80.5,6650
1/1/2000,Montana,18-19 years,65.6,862
1/1/2000,Nebraska,18-19 years,65.3,1724
1/1/2000,Nevada,18-19 years,106.5,2562
1/1/2000,New Hampshire,18-19 years,42.6,738
1/1/2000,New Jersey,18-19 years,57.3,5427
1/1/2000,New Mexico,18-19 years,107.2,2955
1/1/2000,New York,18-19 years,54.4,13825
1/1/2000,North Carolina,18-19 years,92,10266
1/1/2000,North Dakota,18-19 years,48.3,519
1/1/2000,Ohio,18-19 years,78,12659
1/1/2000,Oklahoma,18-19 years,99.5,5257
1/1/2000,Oregon,18-19 years,71.8,3437
1/1/2000,Pennsylvania,18-19 years,54.1,9414
1/1/2000,Rhode Island,18-19 years,47.7,835
1/1/2000,South Carolina,18-19 years,88.1,5461
1/1/2000,South Dakota,18-19 years,67.1,802
1/1/2000,Tennessee,18-19 years,95.9,7681
1/1/2000,Texas,18-19 years,109.6,34675
1/1/2000,Utah,18-19 years,59.5,2875
1/1/2000,Vermont,18-19 years,42.3,383
1/1/2000,Virginia,18-19 years,68.5,6670
1/1/2000,Washington,18-19 years,67.6,5567
1/1/2000,West Virginia,18-19 years,78.9,2022
1/1/2000,Wisconsin,18-19 years,59.4,4755
1/1/2000,Wyoming,18-19 years,77.6,605
1/1/2001,Alabama,18-19 years,91.2,5845
1/1/2001,Alaska,18-19 years,87.3,754
1/1/2001,Arizona,18-19 years,107.2,7557
1/1/2001,Arkansas,18-19 years,110.1,4142
1/1/2001,California,18-19 years,76.3,35693
1/1/2001,Colorado,18-19 years,78.5,4827
1/1/2001,Connecticut,18-19 years,48.1,2077
1/1/2001,Delaware,18-19 years,67.7,821
1/1/2001,District of Columbia,18-19 years,56.4,634
1/1/2001,Florida,18-19 years,82.7,16205
1/1/2001,Georgia,18-19 years,99.7,11526
1/1/2001,Hawaii,18-19 years,79.6,1192
1/1/2001,Idaho,18-19 years,69.6,1601
1/1/2001,Illinois,18-19 years,76.6,13133
1/1/2001,Indiana,18-19 years,77.4,7072
1/1/2001,Iowa,18-19 years,53.3,2525
1/1/2001,Kansas,18-19 years,73.8,3103
1/1/2001,Kentucky,18-19 years,89.1,5010
1/1/2001,Louisiana,18-19 years,95.9,6939
1/1/2001,Maine,18-19 years,51.4,894
1/1/2001,Maryland,18-19 years,65.4,4449
1/1/2001,Massachusetts,18-19 years,37.6,3356
1/1/2001,Michigan,18-19 years,65.5,9190
1/1/2001,Minnesota,18-19 years,48.7,3657
1/1/2001,Mississippi,18-19 years,102.7,4798
1/1/2001,Missouri,18-19 years,79.8,6498
1/1/2001,Montana,18-19 years,62.5,876
1/1/2001,Nebraska,18-19 years,59.2,1633
1/1/2001,Nevada,18-19 years,105.3,2455
1/1/2001,New Hampshire,18-19 years,36.3,650
1/1/2001,New Jersey,18-19 years,53.6,5140
1/1/2001,New Mexico,18-19 years,104.3,2879
1/1/2001,North Carolina,18-19 years,85.8,9608
1/1/2001,North Dakota,18-19 years,42.2,499
1/1/2001,Ohio,18-19 years,74.5,11781
1/1/2001,Oklahoma,18-19 years,97.2,5151
1/1/2001,Oregon,18-19 years,69.9,3343
1/1/2001,Pennsylvania,18-19 years,52.7,9183
1/1/2001,Rhode Island,18-19 years,46.5,812
1/1/2001,South Carolina,18-19 years,87.7,5277
1/1/2001,South Dakota,18-19 years,64.9,811
1/1/2001,Tennessee,18-19 years,96.4,7421
1/1/2001,Texas,18-19 years,107,34081
1/1/2001,Utah,18-19 years,58.7,2798
1/1/2001,Vermont,18-19 years,39.1,389
1/1/2001,Virginia,18-19 years,65.3,6525
1/1/2001,Washington,18-19 years,64.4,5264
1/1/2001,West Virginia,18-19 years,76.4,1899
1/1/2001,Wisconsin,18-19 years,55.9,4605
1/1/2001,Wyoming,18-19 years,72.2,562
1/1/2002,Alabama,18-19 years,87.5,5523
1/1/2002,Alaska,18-19 years,83.4,750
1/1/2002,Arizona,18-19 years,105.8,7384
1/1/2002,Arkansas,18-19 years,105,3893
1/1/2002,California,18-19 years,71.7,33555
1/1/2002,Colorado,18-19 years,77.7,4798
1/1/2002,Connecticut,18-19 years,43.2,1915
1/1/2002,Delaware,18-19 years,67.1,825
1/1/2002,District of Columbia,18-19 years,51.6,589
1/1/2002,Florida,18-19 years,79.3,15745
1/1/2002,Georgia,18-19 years,92.8,10707
1/1/2002,Hawaii,18-19 years,74.4,1124
1/1/2002,Idaho,18-19 years,65.4,1498
1/1/2002,Illinois,18-19 years,71.4,12133
1/1/2002,Indiana,18-19 years,74.3,6655
1/1/2002,Iowa,18-19 years,51.5,2384
1/1/2002,Kansas,18-19 years,73,3046
1/1/2002,Kentucky,18-19 years,87.5,4831
1/1/2002,Louisiana,18-19 years,95.5,6809
1/1/2002,Maine,18-19 years,47,824
1/1/2002,Maryland,18-19 years,61.6,4302
1/1/2002,Massachusetts,18-19 years,34.5,3145
1/1/2002,Michigan,18-19 years,60.3,8408
1/1/2002,Minnesota,18-19 years,47.4,3508
1/1/2002,Mississippi,18-19 years,101.1,4577
1/1/2002,Missouri,18-19 years,76.6,6174
1/1/2002,Montana,18-19 years,65.5,900
1/1/2002,Nebraska,18-19 years,61.2,1693
1/1/2002,Nevada,18-19 years,106,2477
1/1/2002,New Hampshire,18-19 years,36.5,659
1/1/2002,New Jersey,18-19 years,50.3,4874
1/1/2002,New Mexico,18-19 years,104.1,2873
1/1/2002,New York,18-19 years,49.1,12519
1/1/2002,North Carolina,18-19 years,81.2,9165
1/1/2002,North Dakota,18-19 years,41.9,490
1/1/2002,Ohio,18-19 years,70.2,10880
1/1/2002,Oklahoma,18-19 years,98.7,5123
1/1/2002,Oregon,18-19 years,64.7,3103
1/1/2002,Pennsylvania,18-19 years,49.7,8679
1/1/2002,Rhode Island,18-19 years,45.1,807
1/1/2002,South Carolina,18-19 years,82.8,4943
1/1/2002,South Dakota,18-19 years,67,833
1/1/2002,Tennessee,18-19 years,93.5,7068
1/1/2002,Texas,18-19 years,105.2,33416
1/1/2002,Utah,18-19 years,55.5,2576
1/1/2002,Vermont,18-19 years,38.4,397
1/1/2002,Virginia,18-19 years,61.8,6281
1/1/2002,Washington,18-19 years,59.9,4880
1/1/2002,West Virginia,18-19 years,78.7,1894
1/1/2002,Wisconsin,18-19 years,55.2,4537
1/1/2002,Wyoming,18-19 years,76.7,593
1/1/2003,Alabama,18-19 years,84.8,5430
1/1/2003,Alaska,18-19 years,78.5,731
1/1/2003,Arizona,18-19 years,102.5,7421
1/1/2003,Arkansas,18-19 years,103.2,3857
1/1/2003,California,18-19 years,69.4,33142
1/1/2003,Colorado,18-19 years,70.7,4393
1/1/2003,Connecticut,18-19 years,43.1,1936
1/1/2003,Delaware,18-19 years,65.6,819
1/1/2003,District of Columbia,18-19 years,47.5,542
1/1/2003,Florida,18-19 years,75.2,15544
1/1/2003,Georgia,18-19 years,90.4,10642
1/1/2003,Hawaii,18-19 years,70.7,1058
1/1/2003,Idaho,18-19 years,67.2,1531
1/1/2003,Illinois,18-19 years,67.5,11482
1/1/2003,Indiana,18-19 years,72.8,6555
1/1/2003,Iowa,18-19 years,51.7,2381
1/1/2003,Kansas,18-19 years,69.8,2912
1/1/2003,Kentucky,18-19 years,85.9,4744
1/1/2003,Louisiana,18-19 years,90.9,6512
1/1/2003,Maine,18-19 years,44.5,794
1/1/2003,Maryland,18-19 years,59,4192
1/1/2003,Massachusetts,18-19 years,34.2,3169
1/1/2003,Michigan,18-19 years,58.9,8323
1/1/2003,Minnesota,18-19 years,45.9,3429
1/1/2003,Mississippi,18-19 years,98.2,4409
1/1/2003,Missouri,18-19 years,74.9,6093
1/1/2003,Montana,18-19 years,62.8,872
1/1/2003,Nebraska,18-19 years,58.6,1608
1/1/2003,Nevada,18-19 years,98.9,2465
1/1/2003,New Hampshire,18-19 years,34.3,626
1/1/2003,New Jersey,18-19 years,48.7,4775
1/1/2003,New Mexico,18-19 years,102.8,2905
1/1/2003,New York,18-19 years,46.8,12051
1/1/2003,North Carolina,18-19 years,76.6,8795
1/1/2003,North Dakota,18-19 years,39.9,464
1/1/2003,Ohio,18-19 years,68.8,10764
1/1/2003,Oklahoma,18-19 years,94.5,4867
